"id","slug","fieldPath","protectedContext","before","after"
"SF-1952-0006","1952-third-round-pick-27-gene-shannon-arizona-st-louis-cardinals-1952","perspectives.1.qaNotes","false","Batch 013 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"RAM-1953-0034","1954-undisclosed-draft-pick-possibly-43-lester-mcclelland-pittsburgh-steelers-19","qaNotes","false","Batch 004 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"RAM-1953-0034","1954-undisclosed-draft-pick-possibly-43-lester-mcclelland-pittsburgh-steelers-19","perspectives.0.qaNotes","false","Batch 004 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"RAM-1953-0034","1954-undisclosed-draft-pick-possibly-43-lester-mcclelland-pittsburgh-steelers-19","perspectives.1.qaNotes","false","Batch 004 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"SF-1953-0010","bob-van-doren-cleveland-browns-1953","qaNotes","false","Batch 013 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"SF-1953-0010","bob-van-doren-cleveland-browns-1953","perspectives.0.qaNotes","false","Batch 013 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"SF-1953-0010","bob-van-doren-cleveland-browns-1953","perspectives.1.qaNotes","false","Batch 013 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"NYG-1953-0018","undisclosed-consideration-green-bay-packers-1953","qaNotes","false","Batch 002 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"NYG-1953-0018","undisclosed-consideration-green-bay-packers-1953","perspectives.0.qaNotes","false","Batch 002 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"NYG-1953-0018","undisclosed-consideration-green-bay-packers-1953","perspectives.1.qaNotes","false","Batch 002 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"NYG-1953-0018","undisclosed-consideration-green-bay-packers-1953","perspectives.2.qaNotes","false","Batch 002 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"RAM-1953-0039","1955-conditional-eighth-round-pick-if-palmer-is-on-steelers-roster-for-sixth-lea","qaNotes","false","Batch 004 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"RAM-1953-0039","1955-conditional-eighth-round-pick-if-palmer-is-on-steelers-roster-for-sixth-lea","perspectives.0.qaNotes","false","Batch 004 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"RAM-1953-0039","1955-conditional-eighth-round-pick-if-palmer-is-on-steelers-roster-for-sixth-lea","perspectives.1.qaNotes","false","Batch 004 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"PIT-1954-0043","ed-pullerton-san-francisco-49ers-1954","perspectives.0.qaNotes","false","Batch 002 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"PIT-1954-0043","ed-pullerton-san-francisco-49ers-1954","perspectives.1.qaNotes","false","Batch 002 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"PIT-1954-0043","ed-pullerton-san-francisco-49ers-1954","qaNotes","false","Batch 002 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"RAM-1954-0051","1955-draft-pick-pittsburgh-steelers-1954","qaNotes","false","Batch 004 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"RAM-1954-0051","1955-draft-pick-pittsburgh-steelers-1954","perspectives.0.qaNotes","false","Batch 004 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"RAM-1954-0051","1955-draft-pick-pittsburgh-steelers-1954","perspectives.1.qaNotes","false","Batch 004 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"CLE-1955-0036","1956-third-round-pick-34-larry-ross-1956-sixth-round-pick-71-sherman-plunkett-ch","qaNotes","false","Batch 012 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"CLE-1955-0036","1956-third-round-pick-34-larry-ross-1956-sixth-round-pick-71-sherman-plunkett-ch","perspectives.0.qaNotes","false","Batch 012 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"CLE-1955-0036","1956-third-round-pick-34-larry-ross-1956-sixth-round-pick-71-sherman-plunkett-ch","perspectives.1.qaNotes","false","Batch 012 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"PIT-1955-0049","marion-motley-cleveland-browns-1955","perspectives.0.qaNotes","false","Batch 004 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"PIT-1955-0049","marion-motley-cleveland-browns-1955","perspectives.1.qaNotes","false","Batch 004 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"PIT-1955-0049","marion-motley-cleveland-browns-1955","qaNotes","false","Batch 004 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"SF-1956-0018","1957-draft-pick-probably-46-mike-sandusky-arizona-st-louis-cardinals-1956","qaNotes","false","Batch 013 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"SF-1956-0018","1957-draft-pick-probably-46-mike-sandusky-arizona-st-louis-cardinals-1956","perspectives.0.qaNotes","false","Batch 013 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"SF-1956-0018","1957-draft-pick-probably-46-mike-sandusky-arizona-st-louis-cardinals-1956","perspectives.1.qaNotes","false","Batch 013 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"GB-1956-0081","jim-carmichael-los-angeles-rams-1956","qaNotes","false","Batch 011 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"GB-1956-0081","jim-carmichael-los-angeles-rams-1956","perspectives.0.qaNotes","false","Batch 011 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"GB-1956-0081","jim-carmichael-los-angeles-rams-1956","perspectives.1.qaNotes","false","Batch 011 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"DET-1957-0051","tobin-rote-green-bay-packers-1957-07-25","qaNotes","false","Batch 009 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"DET-1957-0051","tobin-rote-green-bay-packers-1957-07-25","perspectives.0.qaNotes","false","Batch 009 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"DET-1957-0051","tobin-rote-green-bay-packers-1957-07-25","perspectives.1.qaNotes","false","Batch 009 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"RAM-1957-0067","undisclosed-draft-pick-possibly-1958-44-frank-woidzik-possibly-1958-55-frank-rya","qaNotes","false","Batch 004 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"RAM-1957-0067","undisclosed-draft-pick-possibly-1958-44-frank-woidzik-possibly-1958-55-frank-rya","perspectives.0.qaNotes","false","Batch 004 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"RAM-1957-0067","undisclosed-draft-pick-possibly-1958-44-frank-woidzik-possibly-1958-55-frank-rya","perspectives.1.qaNotes","false","Batch 004 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"PIT-1957-0063","earl-morrall-san-francisco-49ers-1957","perspectives.0.qaNotes","false","Batch 024 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"PIT-1957-0063","earl-morrall-san-francisco-49ers-1957","perspectives.1.qaNotes","false","Batch 024 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"PIT-1957-0063","earl-morrall-san-francisco-49ers-1957","qaNotes","false","Batch 024 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"SF-1958-0024","undisclosed-draft-pick-possibly-1959-74-don-rogers-arizona-st-louis-cardinals-1958","qaNotes","false","Batch 013 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"SF-1958-0024","undisclosed-draft-pick-possibly-1959-74-don-rogers-arizona-st-louis-cardinals-1958","perspectives.0.qaNotes","false","Batch 013 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"SF-1958-0024","undisclosed-draft-pick-possibly-1959-74-don-rogers-arizona-st-louis-cardinals-1958","perspectives.1.qaNotes","false","Batch 013 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"PIT-1958-0074","dick-christy-green-bay-packers-1958","perspectives.0.qaNotes","false","Batch 004 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"PIT-1958-0074","dick-christy-green-bay-packers-1958","perspectives.1.qaNotes","false","Batch 004 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"PIT-1958-0074","dick-christy-green-bay-packers-1958","qaNotes","false","Batch 004 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"RAM-1959-0078","ollie-matson-arizona-st-louis-cardinals-1959","qaNotes","false","Batch 023 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data. | Landmark expanded sectioned deep-dive content applied. | Landmark running back batch top-off added to clear premium threshold.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data. | Landmark expanded sectioned deep-dive content applied. | Landmark running back batch top-off added to clear premium threshold."
"RAM-1959-0078","ollie-matson-arizona-st-louis-cardinals-1959","perspectives.0.qaNotes","false","Batch 023 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data. | Landmark expanded sectioned deep-dive content applied.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data. | Landmark expanded sectioned deep-dive content applied."
"RAM-1959-0078","ollie-matson-arizona-st-louis-cardinals-1959","perspectives.1.qaNotes","false","Batch 023 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data. | Landmark expanded sectioned deep-dive content applied.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data. | Landmark expanded sectioned deep-dive content applied."
"WAS-1960-0056","lee-riley-philadelphia-eagles-1960","qaNotes","false","Batch 021 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"WAS-1960-0056","lee-riley-philadelphia-eagles-1960","perspectives.0.qaNotes","false","Batch 021 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"WAS-1960-0056","lee-riley-philadelphia-eagles-1960","perspectives.1.qaNotes","false","Batch 021 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"SF-1960-0030","1962-fourth-round-pick-46-charlie-sieminski-chuck-sieminski-dallas-cowboys-1960","qaNotes","false","Batch 013 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"SF-1960-0030","1962-fourth-round-pick-46-charlie-sieminski-chuck-sieminski-dallas-cowboys-1960","perspectives.0.qaNotes","false","Batch 013 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"SF-1960-0030","1962-fourth-round-pick-46-charlie-sieminski-chuck-sieminski-dallas-cowboys-1960","perspectives.1.qaNotes","false","Batch 013 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"SF-1961-0037","1962-fifth-round-pick-62-ted-woods-arizona-st-louis-cardinals-1961","qaNotes","false","Batch 013 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"SF-1961-0037","1962-fifth-round-pick-62-ted-woods-arizona-st-louis-cardinals-1961","perspectives.0.qaNotes","false","Batch 013 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"SF-1961-0037","1962-fifth-round-pick-62-ted-woods-arizona-st-louis-cardinals-1961","perspectives.1.qaNotes","false","Batch 013 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"MIN-1961-08-31-0007","jim-prestel-cleveland-browns-1961","perspectives.0.qaNotes","false","Batch 001 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"MIN-1961-08-31-0007","jim-prestel-cleveland-browns-1961","perspectives.1.qaNotes","false","Batch 001 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"MIN-1961-08-31-0007","jim-prestel-cleveland-browns-1961","perspectives.2.qaNotes","false","Batch 001 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"MIN-1961-08-31-0007","jim-prestel-cleveland-browns-1961","qaNotes","false","Batch 001 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"SF-1962-0047","1963-fourth-round-pick-46-harrison-rosdahl-hatch-rosdahl-philadelphia-eagles-1962","qaNotes","false","Batch 013 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"SF-1962-0047","1963-fourth-round-pick-46-harrison-rosdahl-hatch-rosdahl-philadelphia-eagles-1962","perspectives.0.qaNotes","false","Batch 013 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"SF-1962-0047","1963-fourth-round-pick-46-harrison-rosdahl-hatch-rosdahl-philadelphia-eagles-1962","perspectives.1.qaNotes","false","Batch 013 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"SF-1962-0050","high-draft-pick-dallas-cowboys-1962","qaNotes","false","Batch 013 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data. Blind-spot QA: non-ready public status suppressed.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data. Blind-spot QA: non-ready public status suppressed."
"SF-1962-0050","high-draft-pick-dallas-cowboys-1962","perspectives.0.qaNotes","false","Batch 013 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"SF-1962-0050","high-draft-pick-dallas-cowboys-1962","perspectives.1.qaNotes","false","Batch 013 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"DEN-1963-09-01-0011","harold-olson-buffalo-bills-1963","perspectives.0.qaNotes","false","Batch 022 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"DEN-1963-09-01-0011","harold-olson-buffalo-bills-1963","perspectives.1.qaNotes","false","Batch 022 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"DEN-1963-09-01-0011","harold-olson-buffalo-bills-1963","perspectives.2.qaNotes","false","Batch 022 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"DEN-1963-09-01-0011","harold-olson-buffalo-bills-1963","perspectives.3.qaNotes","false","Batch 022 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"DEN-1963-09-01-0011","harold-olson-buffalo-bills-1963","qaNotes","false","Batch 022 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"SF-1963-0053","1965-first-round-pick-13-george-donnelly-cleveland-browns-1963","qaNotes","false","Batch 013 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"SF-1963-0053","1965-first-round-pick-13-george-donnelly-cleveland-browns-1963","perspectives.0.qaNotes","false","Batch 013 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
"SF-1963-0053","1965-first-round-pick-13-george-donnelly-cleveland-browns-1963","perspectives.1.qaNotes","false","Batch 013 narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data.","review narrative-vs-verdict review reconciled public prose, verdict, grades, and nested perspective data."
