Trade ID,Date,League,Primary Team,Trade Partner,Wizards Received,Wizards Sent,Partner Received,Partner Sent,Wizards Outcome Synopsis,Partner Outcome Synopsis,Wizards Grade,Partner Grade,Confidence,Review Status,Source Raw Text,Review_Status_note,Cleanup Notes,Slug,Trade Tier,Publish Status,Final Audit / QA Notes
WAS-2025-0011,2025-06-26,NBA,Washington Wizards,Jazz,Draft rights to Will Riley (#21); Draft rights to Jamir Watkins (#43); 2031 second round pick; 2032 second round pick,Draft rights to Walter Clayton Jr. (#18),Draft rights to Walter Clayton Jr. (#18),Draft rights to Will Riley (#21); Draft rights to Jamir Watkins (#43); 2031 second round pick; 2032 second round pick,"Summary: Washington turned Walter Clayton Jr.'s rights into Will Riley, Jamir Watkins and two future seconds. Analysis: The Wizards diversified one prospect into two prospects and two draft assets, increasing the number of development outcomes available to the rebuild. None of the principal assets has enough NBA evidence for a firm hindsight verdict.","Summary: Jazz received Draft rights to Walter Clayton Jr. (#18) and gave up Draft rights to Will Riley (#21); Draft rights to Jamir Watkins (#43); 2031 second round pick; 2032 second round pick. Analysis: The aggregate partner side currently grades near even with Washington. Meta revised the factual asset description, and Grok reported no material grade or verdict change.",C+,C+,Low,Hold - Provisional,"2025-06-26	Wizards	• rights to Will Riley
• rights to Jamir Watkins
• 2031 second round pick (more favorable of Heat, Pacers picks) (?-?)
• 2032 second round pick (?-?)	• rights to Walter Clayton Jr.	trade with Jazz","Recent, conditional, prospect-dependent, or unresolved; retained for audit and marked provisional.",Confirmed: Jazz traded up to #18 for Clayton Jr. Wizards used #21 for Riley. Removed (?-?) and clarified picks.,rights-to-will-riley-jazz-2025-06-26,standard,Hold,Meta factual revision integrated. Grok narrative retained the preliminary grade and verdict. User approval remains pending; Publish Status stays Hold; no canonical import.
WAS-2025-0012,2025-06-28,NBA,Washington Wizards,Thunder,Dillon Jones; 2029 second round pick (via Rockets),Colby Jones,Colby Jones,Dillon Jones; 2029 second round pick (via Rockets),"Summary: Washington acquired Dillon Jones and a 2029 Houston second-round pick for Colby Jones. Analysis: Washington swapped one fringe young player for another while adding a future second-round pick. The extra pick creates a modest edge, but neither player's long-term value is established.","Summary: Thunder received Colby Jones and gave up Dillon Jones; 2029 second round pick (via Rockets). Analysis: The aggregate partner side gave up the stronger preliminary value. Meta revised the factual asset description, and Grok reported no material grade or verdict change.",B-,C+,Low,Hold - Provisional,"2025-06-28	Wizards	• Dillon Jones
• 2029 second round pick (Rockets pick) (?-?)	• Colby Jones	trade with Thunder","Recent, conditional, prospect-dependent, or unresolved; retained for audit and marked provisional.",Accurate. Thunder waived Colby Jones after. Removed placeholder.,dillon-jones-thunder-2025-06-28,minor,Hold,Meta factual revision integrated. Grok narrative retained the preliminary grade and verdict. User approval remains pending; Publish Status stays Hold; no canonical import.
WAS-2025-0013,2025-07-06,NBA,Washington Wizards,"Pelicans, Rockets",CJ McCollum; Kelly Olynyk; Cam Whitmore; 2027 second round pick (Bulls pick via Pelicans),Jordan Poole; Saddiq Bey; Draft rights to Micah Peavy (#40); 2026 second round pick (Bulls); 2029 second round pick (Kings),"Pelicans: Jordan Poole, Saddiq Bey, Micah Peavy; Rockets: Draft rights to Mojave King, 2026 second (Bulls), 2029 second (Kings)","Pelicans: CJ McCollum, Kelly Olynyk, 2027 second (Bulls); Rockets: Cam Whitmore; Pelicans/Rockets: Mojave King rights","Summary: Washington acquired C.J. McCollum, Kelly Olynyk, Cam Whitmore and a second-round pick while moving Jordan Poole, Saddiq Bey and draft assets. Analysis: The trade replaced longer salary commitments with expiring veterans, added Whitmore's upside and improved future cap flexibility. Washington surrendered useful assets and Poole's scoring, so the edge is not overwhelming, but the strategic reset fits the roster timeline.","Summary: Pelicans, Rockets received Jordan Poole; Saddiq Bey; Draft rights to Micah Peavy (#40); 2026 second round pick (Bulls); 2029 second round pick (Kings) and gave up CJ McCollum; Kelly Olynyk; Cam Whitmore; 2027 second round pick (Bulls pick via Pelicans). Analysis: The aggregate partner side gave up the stronger preliminary value. Meta revised the factual asset description, and Grok reported no material grade or verdict change.",B,C+,Medium,Hold - Provisional,"2025-07-06	Wizards	• C.J. McCollum
• Kelly Olynyk
• Cam Whitmore
• 2027 second round pick (from Pelicans) (Bulls pick) (?-?)	• Jordan Poole
• Saddiq Bey
• rights to Micah Peavy
• 2026 second round pick (Bulls pick) (?-?)
• 2029 second-round pick (Kings pick) (?-?)	3-team trade with Pelicans, Rockets","Recent, conditional, prospect-dependent, or unresolved; retained for audit and marked provisional.",Three-team trade July 6 2025. Added missing Mojave King rights to make salary matching work. Removed (?-?).,c-j-mccollum-pelicans-rockets-2025-07-06,major,Hold,Meta factual revision integrated. Grok narrative retained the preliminary grade and verdict. User approval remains pending; Publish Status stays Hold; no canonical import.
WAS-2022-0014,2022-02-10,NBA,Washington Wizards,Mavericks,Kristaps Porzingis; 2022 second round pick (#54),Spencer Dinwiddie; Davis Bertans,Spencer Dinwiddie; Davis Bertans,Kristaps Porzingis; 2022 second round pick,"Summary: Washington acquired Kristaps Porzingis and a second-round pick for Spencer Dinwiddie and Davis Bertans. Analysis: Porzingis became the best player in the deal and delivered a productive Wizards season, while Washington escaped two difficult contracts. The team later converted Porzingis into additional assets, giving this trade strong realized and strategic value.","Summary: Mavericks received Spencer Dinwiddie; Davis Bertans and gave up Kristaps Porzingis; 2022 second round pick (#54). Analysis: The aggregate partner side gave up the stronger preliminary value. Meta revised the factual asset description, and Grok reported no material grade or verdict change.",A,C,High,Ready,"2022-02-10	Wizards	• Kristaps Porzingis
• 2022 second round pick (protected top 45) (#54-Yannick Nzosa)	• Spencer Dinwiddie
• Davis Bertans	trade with Mavericks",Outcome sufficiently mature for preliminary public-style review; still pending Meta/Grok audit.,Removed incorrect 'Yannick Nzosa' – #54 2022 was not Nzosa (who went undrafted). Pick was #54. Bertans spelled Davis Bertans per sheet but actual is Davis Bertans – keep as Davis Bertans? Real name Davis Bertans is Davis Bertans? Actually Davis Bertans -> Davis Bertans is Dāvis Bertāns. Sheet has Davis Bertans – acceptable.,kristaps-porzingis-mavericks-2022-02-10,major,Hold,Meta factual revision integrated. Grok narrative retained the preliminary grade and verdict. User approval remains pending; Publish Status stays Hold; no canonical import.
WAS-2022-0015,2022-07-06,NBA,Washington Wizards,Nuggets,Will Barton; Monte Morris,Kentavious Caldwell-Pope; Ish Smith,Kentavious Caldwell-Pope; Ish Smith,Will Barton; Monte Morris,"Summary: Washington sent Kentavious Caldwell-Pope and Ish Smith to Denver for Will Barton and Monte Morris. Analysis: Caldwell-Pope became a championship-caliber starter and ideal two-way fit for Denver, while Barton did not become a lasting contributor in Washington and Morris was later moved for a second-round pick. The transaction clearly favored Denver in realized impact.","Summary: Nuggets received Kentavious Caldwell-Pope; Ish Smith and gave up Will Barton; Monte Morris. Analysis: The aggregate partner side received the stronger preliminary value. Meta revised the factual asset description, and Grok reported no material grade or verdict change.",D+,A-,High,Ready,"2022-07-06	Wizards	• Will Barton
• Monte Morris	• Kentavious Caldwell-Pope
• Ishmael Smith / Ish Smith	trade with Nuggets",Outcome sufficiently mature for preliminary public-style review; still pending Meta/Grok audit.,Fixed Ishmael Smith / Ish Smith duplication -> Ish Smith.,will-barton-nuggets-2022-07-06,major,Hold,Meta factual revision integrated. Grok narrative retained the preliminary grade and verdict. User approval remains pending; Publish Status stays Hold; no canonical import.
WAS-2023-0016,2023-01-23,NBA,Washington Wizards,Lakers,Kendrick Nunn; 2023 second round pick (#42 Tristan Vukcevic – via Bulls); 2028 second round pick (less favorable of Lakers/Wizards); 2029 second round pick (Lakers),Rui Hachimura,Rui Hachimura,Kendrick Nunn; 2023 second round pick; 2028 second round pick; 2029 second round pick,"Summary: Washington traded Rui Hachimura for Kendrick Nunn and three second-round picks. Analysis: Hachimura became a reliable playoff and regular-season rotation forward for Los Angeles and later secured another meaningful contract, while Washington's return remained mostly modest draft capital. The Wizards recovered something from a player they were unlikely to retain, but the Lakers obtained the superior realized value.","Summary: Lakers received Rui Hachimura and gave up Kendrick Nunn; 2023 second round pick (#42 Tristan Vukcevic – via Bulls); 2028 second round pick (less favorable of Lakers/Wizards); 2029 second round pick (Lakers). Analysis: The aggregate partner side received the stronger preliminary value. Meta revised the factual asset description, and Grok reported no material grade or verdict change.",C-,B+,High,Ready,"2023-01-23	Wizards	• Kendrick Nunn
• 2023 second round pick (Bulls pick) (#42-Tristan Vukcevic)
• 2028 second round pick (less favorable of Lakers, Wizards) (?-?)
• 2029 second round pick (Lakers) (?-?)	• Rui Hachimura	trade with Lakers",Outcome sufficiently mature for preliminary public-style review; still pending Meta/Grok audit.,Accurate. Removed (?-?) placeholders.,kendrick-nunn-lakers-2023-01-23,standard,Hold,Meta factual revision integrated. Grok narrative retained the preliminary grade and verdict. User approval remains pending; Publish Status stays Hold; no canonical import.
WAS-2023-0017,2023-06-23,NBA,Washington Wizards,"Celtics, Grizzlies",Tyus Jones; Danilo Gallinari; Mike Muscala; 2023 second round pick (#35 – became Julian Phillips),Kristaps Porzingis,"Celtics: Kristaps Porzingis, #25 pick, 2024 first (Warriors top-4 protected); Grizzlies: Marcus Smart",Tyus Jones; Danilo Gallinari; Mike Muscala; 2023 second round pick (#35),"Summary: Washington moved Kristaps Porzingis for Tyus Jones, Danilo Gallinari, Mike Muscala and the 2023 No. 35 pick that became Julian Phillips. Analysis: Washington had limited leverage because Porzingis opted into his contract to facilitate the deal, but Boston still received the star-level player and championship-caliber upside. Tyus Jones was useful, yet the return did not approach Porzingis' ultimate impact.","Summary: Celtics, Grizzlies received Kristaps Porzingis and gave up Tyus Jones; Danilo Gallinari; Mike Muscala; 2023 second round pick (#35 – became Julian Phillips). Analysis: The aggregate partner side received the stronger preliminary value. Meta revised the factual asset description, and Grok reported no material grade or verdict change.",C,A-,High,Ready,"2023-06-23	Wizards	• Tyus Jones
• Danilo Gallinari
• Mike Muscala
• rights to Julian Phillips	• Kristaps Porzingis	3-team trade with Celtics, Grizzlies",Outcome sufficiently mature for preliminary public-style review; still pending Meta/Grok audit.,"Clarified #35 pick became Julian Phillips, who Wizards then flipped to Bulls (next trade). Wizards did not directly receive 'rights to Julian Phillips' as final asset, but as draft night rights.",tyus-jones-celtics-grizzlies-2023-06-23,major,Hold,Meta factual revision integrated. Grok narrative retained the preliminary grade and verdict. User approval remains pending; Publish Status stays Hold; no canonical import.
WAS-2023-0018,2023-06-23,NBA,Washington Wizards,Warriors,Cash considerations,Draft rights to Trayce Jackson-Davis (#57),Draft rights to Trayce Jackson-Davis (#57),Cash considerations,"Summary: Washington sold the rights to Trayce Jackson-Davis for cash considerations. Analysis: Jackson-Davis became a useful NBA rotation big and provided multiple seasons of inexpensive production. He did not become a star, but cash alone failed to match the basketball value of a productive late second-round selection.","Summary: Warriors received Draft rights to Trayce Jackson-Davis (#57) and gave up Cash considerations. Analysis: The aggregate partner side received the stronger preliminary value. Meta revised the factual asset description, and Grok reported no material grade or verdict change.",D+,B,High,Ready,2023-06-23	Wizards	• cash considerations	• rights to Trayce Jackson-Davis	trade with Warriors,Outcome sufficiently mature for preliminary public-style review; still pending Meta/Grok audit.,Accurate.,cash-considerations-warriors-2023-06-23,minor,Hold,Meta factual revision integrated. Grok narrative retained the preliminary grade and verdict. User approval remains pending; Publish Status stays Hold; no canonical import.
WAS-2023-0019,2023-06-24,NBA,Washington Wizards,"Pacers, Suns","Chris Paul; Landry Shamet; Draft rights to Bilal Coulibaly (#7); 2024 second round pick; 2025 second round pick; 2026 second round pick; 2027 second round pick; 2028 second round pick; 2030 second round pick; 2024, 2026, 2028, 2030 first round pick swap rights (with Suns); Cash (~$3.5M)",Bradley Beal; Jordan Goodwin; Isaiah Todd; Draft rights to Jarace Walker (#8); 2029 second round pick (to Pacers),Bradley Beal; Jordan Goodwin; Isaiah Todd; Draft rights to Jarace Walker (#8); 2029 second round pick (to Pacers),"Chris Paul; Landry Shamet; Draft rights to Bilal Coulibaly (#7); 2024 second round pick; 2025 second round pick; 2026 second round pick; 2027 second round pick; 2028 second round pick; 2030 second round pick; 2024, 2026, 2028, 2030 first round pick swap rights (with Suns); Cash (~$3.5M)","Summary: Washington converted Bradley Beal and the No. 8 draft rights into Chris Paul, Landry Shamet, Bilal Coulibaly, cash, six second-round picks and four long-dated Phoenix swap rights. Analysis: Beal's no-trade clause severely limited Washington's leverage, yet the Wizards escaped an expensive contract, added Coulibaly and accumulated a broad portfolio of future optionality. The official NBA tracker treats the Phoenix and Indiana routing as one three-team transaction.","Summary: Phoenix and Indiana received Bradley Beal, Jordan Goodwin, Isaiah Todd, the draft rights to Jarace Walker and future second-round value, while Washington received Chris Paul, Landry Shamet, Bilal Coulibaly, cash, six seconds and four Phoenix swap rights. Analysis: The aggregate partner side acquired the established star and draft routing, while Washington received the stronger rebuilding package.",A-,C,Medium,Hold - Provisional,"2023-06-24	Wizards	• Chris Paul
• Landry Shamet
• rights to Bilal Coulibaly
• Wizards option to swap 2024 first round picks (Wizards pick protected #13-30) with Suns (not exercised)
• 2024 second round pick (from Suns) (#51-Melvin Ajinca)
• 2025 second round pick (from Suns) (#40-Micah Peavy)
• Wizards option to swap 2026 first round picks with Suns (?-?)
• 2026 second round pick (from Suns) (?-?)
• 2027 second round pick (from Suns) (?-?)
• Wizards option to swap 2028 first round picks with Suns (less favorable of Nets, Suns picks) (?-?)
• Wizards option to swap 2030 first round picks with Suns (?-?)
• 2030 second round pick (from Suns) (?-?)
• ~$3.5M cash (from Suns)	• Bradley Beal
• Jordan Goodwin
• Isaiah Todd
• rights to Jarace Walker
• Wizards option to swap 2024 first round picks (Wizards pick protected #13-30) with Suns (not exercised)
• Wizards option to swap 2026 first round picks with Suns (?-?)
• Wizards option to swap 2028 first round picks with Suns (less favorable of Nets, Suns picks) (?-?)
• 2029 second round pick (?-?)
• Wizards option to swap 2030 first round picks with Suns (?-?)	3-team trade with Pacers, Suns","Recent, conditional, prospect-dependent, or unresolved; retained for audit and marked provisional.",Official NBA 2023 offseason tracker confirms one three-team Beal transaction involving the Suns and Pacers. Restore Bilal Coulibaly to Washington's received assets and Jarace Walker plus the 2029 second to Washington's sent/routed assets. Duplicate swap representations remain consolidated.,chris-paul-pacers-suns-2023-06-24,major,Hold,"Meta and Grok grade/verdict review retained. OFFICIAL-SOURCE RECONCILIATION RESOLVED: The NBA's official 2023 offseason tracker models the Beal transaction as one three-team trade involving Phoenix and Indiana, with Bilal Coulibaly routed to Washington and Jarace Walker plus future second-round value routed to Indiana. Canonical data is ready for a guarded candidate preview. Publish Status remains Hold; no canonical import has occurred. Source: https://www.nba.com/news/2023-offseason-trade-tracker"
WAS-2023-0020,2023-06-28,NBA,Washington Wizards,Bulls,2026 second round pick; 2027 second round pick,Draft rights to Julian Phillips (#35),Draft rights to Julian Phillips (#35),2026 second round pick; 2027 second round pick,"Summary: Washington traded Julian Phillips' rights for 2026 and 2027 second-round picks. Analysis: The Wizards converted one developmental prospect into two future chances, a sensible rebuilding exchange. The exact pick outcomes remain unknown, so the edge is modest.","Summary: Bulls received Draft rights to Julian Phillips (#35) and gave up 2026 second round pick; 2027 second round pick. Analysis: The aggregate partner side gave up the stronger preliminary value. Meta revised the factual asset description, and Grok reported no material grade or verdict change.",B-,C+,Medium,Hold - Provisional,"2023-06-28	Wizards	• 2026 second round pick (?-?)
• 2027 second round pick (?-?)	• rights to Julian Phillips	trade with Bulls","Recent, conditional, prospect-dependent, or unresolved; retained for audit and marked provisional.","Official Wizards completion announcement is June 28, 2023. Draft-night agreement context may be retained separately, but the canonical date remains June 28.",2026-second-round-pick-bulls-2023-06-28,minor,Hold,"Meta and Grok grade/verdict review retained. OFFICIAL-SOURCE RECONCILIATION RESOLVED: Washington's official completion announcement is dated June 28, 2023. Draft-night intent may be retained as agreement metadata, but the canonical transaction date is June 28. Canonical data is ready for a guarded candidate preview. Publish Status remains Hold; no canonical import has occurred. Source: https://www.nba.com/wizards/news/wizards-acquire-two-future-second-round-picks"
WAS-2023-0021,2023-07-06,NBA,Washington Wizards,Warriors,"Jordan Poole; Patrick Baldwin Jr.; Ryan Rollins; 2027 second round pick; 2030 first round pick (top-20 protected, otherwise second); Cash",Chris Paul,Chris Paul,Jordan Poole; Patrick Baldwin Jr.; Ryan Rollins; 2027 second round pick; 2030 first round pick (top-20 protected); Cash,"Summary: Washington turned Chris Paul's expiring contract into Jordan Poole, young players, cash and future draft capital. Analysis: The Wizards accepted Poole's contract to obtain a protected 2030 first-round asset and additional development pieces, then later used Poole in another strategic reset. The move was not about immediate performance, but it successfully transformed a short-term veteran into longer-term optionality.","Summary: Warriors received Chris Paul and gave up Jordan Poole; Patrick Baldwin Jr.; Ryan Rollins; 2027 second round pick; 2030 first round pick (top-20 protected, otherwise second); Cash. Analysis: The aggregate partner side gave up the stronger preliminary value. Meta revised the factual asset description, and Grok reported no material grade or verdict change.",B+,C,Medium,Hold - Provisional,"2023-07-06	Wizards	• Patrick Baldwin Jr.
• Jordan Poole
• Ryan Rollins
• 2027 second round pick (?-?)
• 2030 draft pick (first round protected top 20, else second round) (?-?)
• cash considerations	• Chris Paul	trade with Warriors","Recent, conditional, prospect-dependent, or unresolved; retained for audit and marked provisional.",Accurate per NBC Bay Area report. Removed (?-?).,patrick-baldwin-jr-warriors-2023-07-06,major,Hold,Meta factual revision integrated. Grok narrative retained the preliminary grade and verdict. User approval remains pending; Publish Status stays Hold; no canonical import.
WAS-2025-0022,2025-07-09,NBA,Washington Wizards,Spurs,"Malaki Branham; Blake Wesley; 2026 second round pick (least favorable of 76ers, Spurs, Thunder)",Kelly Olynyk,Kelly Olynyk,Malaki Branham; Blake Wesley; 2026 second round pick (least favorable 76ers/Spurs/Thunder),"Summary: Washington acquired Malaki Branham, Blake Wesley and a future second-round pick for Kelly Olynyk. Analysis: The Wizards moved an older role player for two young former first-round prospects and another draft asset. None of the incoming pieces is proven, but the age and quantity of the return fit Washington's timeline.","Summary: Spurs received Kelly Olynyk and gave up Malaki Branham; Blake Wesley; 2026 second round pick (least favorable of 76ers, Spurs, Thunder). Analysis: The aggregate partner side gave up the stronger preliminary value. Meta revised the factual asset description, and Grok reported no material grade or verdict change.",B-,C+,Low,Hold - Provisional,"2025-07-09	Wizards	• Malaki Branham
• Blake Wesley
• 2026 second round pick (least favorable of 76ers, Spurs, Thunder picks) (?-?)	• Kelly Olynyk	trade with Spurs","Recent, conditional, prospect-dependent, or unresolved; retained for audit and marked provisional.",Accurate July 9 2025.,malaki-branham-spurs-2025-07-09,standard,Hold,Meta factual revision integrated. Grok narrative retained the preliminary grade and verdict. User approval remains pending; Publish Status stays Hold; no canonical import.
WAS-2026-0023,2026-01-09,NBA,Washington Wizards,Hawks,Trae Young,CJ McCollum; Corey Kispert,CJ McCollum; Corey Kispert,Trae Young,"Summary: Washington acquired Trae Young for C.J. McCollum and Corey Kispert. Analysis: Young arrived as a four-time All-Star and elite playmaker at age 27, while Washington surrendered an expiring veteran and a valuable but non-star shooter. Contract, health and defensive concerns prevent an A or A+ grade, yet the talent acquisition cost was clearly favorable.","Summary: Hawks received CJ McCollum; Corey Kispert and gave up Trae Young. Analysis: The aggregate partner side gave up the stronger preliminary value. Meta revised the factual asset description, and Grok reported no material grade or verdict change.",A-,C+,Medium,Hold - Provisional,"2026-01-09	Wizards	• Trae Young	• C.J. McCollum
• Corey Kispert	trade with Hawks","Recent, conditional, prospect-dependent, or unresolved; retained for audit and marked provisional.","Official Hawks, Wizards and NBA announcements date the trade January 9, 2026. The previous Jan. 11 official-date note is removed.",trae-young-hawks-2026-01-09,major,Hold,"Meta and Grok grade/verdict review retained. OFFICIAL-SOURCE RECONCILIATION RESOLVED: Official Hawks, Wizards and NBA records date the Trae Young transaction January 9, 2026. The prior January 11 note was not supported by the official releases. Canonical data is ready for a guarded candidate preview. Publish Status remains Hold; no canonical import has occurred. Source: https://www.nba.com/news/hawks-trade-trae-young-to-wizards-for-cj-mccollum-corey-kispert"
WAS-2026-0024,2026-02-05,NBA,Washington Wizards,"Hornets, Mavericks",Anthony Davis; D'Angelo Russell; Jaden Hardy; Dante Exum,"Khris Middleton; AJ Johnson; Malaki Branham; Marvin Bagley III; 2026 first round pick (Thunder); 2030 first round pick (Warriors, protected top 20); 2026 second round pick (Suns); 2027 second round pick (Bulls); 2029 second round pick (Rockets)",Khris Middleton; AJ Johnson; Malaki Branham; Marvin Bagley III; 2026 first round pick (Thunder); 2030 first round pick (Warriors protected); 2026 second (Suns); 2027 second (Bulls); 2029 second (Rockets),Anthony Davis; D'Angelo Russell; Jaden Hardy; Dante Exum,"Summary: Washington acquired Anthony Davis, Jaden Hardy, D'Angelo Russell and Dante Exum for four players, two firsts and three seconds. Analysis: The Wizards obtained the best player in the transaction and useful supporting talent, but Davis arrived with major health and salary risk after playing only 20 games for Dallas, and Washington surrendered substantial draft capital. The deal can become a major win if Davis stays healthy, but the initial risk-adjusted grade slightly favors Dallas.","Summary: Dallas and Charlotte received Washington's outgoing package, with Malaki Branham routed to Charlotte and the remaining players and picks routed to Dallas; Washington received Anthony Davis, D'Angelo Russell, Jaden Hardy and Dante Exum. Analysis: The aggregate partner side currently holds a slight risk-adjusted edge because of Davis' health and the draft capital surrendered.",B-,B,Low,Hold - Provisional,"2026-02-05	Wizards	• Anthony Davis
• Jaden Hardy
• D'Angelo Russell
• Dante Exum	• Khris Middleton
• A.J. Johnson
• Marvin Bagley III
• Malaki Branham
• 2026 first round pick (least favorable of Clippers, Rockets (protected top 4), Thunder picks) (?-?)
• 2026 second round pick (Suns pick) (?-?)
• 2027 second round pick (Bulls pick) (?-?)
• 2029 second round pick (Rockets pick) (?-?)
• 2030 first round pick (from Wizards) (Warriors pick; protected top 20) (?-?)	3-team trade with Hornets, Mavericks","Recent, conditional, prospect-dependent, or unresolved; retained for audit and marked provisional.","Official NBA tracker confirms Charlotte as the third team. Charlotte received Malaki Branham; Dallas received Khris Middleton, AJ Johnson, Marvin Bagley III, two firsts and three seconds from Washington, plus Tyus Jones from Charlotte.",anthony-davis-hornets-mavericks-2026-02-05,major,Hold,Meta and Grok grade/verdict review retained. OFFICIAL-SOURCE RECONCILIATION RESOLVED: The official NBA trade tracker and all three team releases classify this as a three-team trade. Charlotte received Malaki Branham; Dallas received the remaining Washington package plus Tyus Jones from Charlotte. Canonical data is ready for a guarded candidate preview. Publish Status remains Hold; no canonical import has occurred. Source: https://www.nba.com/news/2025-26-nba-trade-tracker
WAS-2026-0025,2026-06-24,NBA,Washington Wizards,"Bucks, Magic",Draft rights to Felix Okpara (#46),Draft rights to Izaiyah Nelson; Cash,Draft rights to Izaiyah Nelson,Draft rights to Felix Okpara,Summary: Washington exchanged the rights to Izaiyah Nelson for the rights to Felix Okpara. Analysis: This is a prospect-for-prospect rights swap with little professional evidence on either side. No meaningful advantage can be assigned yet.,"Summary: Bucks, Magic received Draft rights to Izaiyah Nelson; Cash and gave up Draft rights to Felix Okpara (#46). Analysis: The aggregate partner side currently grades near even with Washington. Meta revised the factual asset description, and Grok reported no material grade or verdict change.",C,C,Low,Hold - Provisional,"2026-06-24	Wizards	• rights to Felix Okpara	• rights to Izaiyah Nelson	3-team trade with Bucks, Magic","Recent, conditional, prospect-dependent, or unresolved; retained for audit and marked provisional.",Draft 2026 second round – limited public details. Cleaned.,rights-to-felix-okpara-bucks-magic-2026-06-24,minor,Hold,Meta factual revision integrated. Grok narrative retained the preliminary grade and verdict. User approval remains pending; Publish Status stays Hold; no canonical import.
WAS-2026-0026,2026-07-07,NBA,Washington Wizards,Lakers,DeAndre Ayton,Jaden Hardy; 2031 second round pick; 2032 second round pick,Jaden Hardy; 2031 second round pick; 2032 second round pick,DeAndre Ayton,"Summary: Washington acquired Deandre Ayton for Jaden Hardy and two future second-round picks. Analysis: Washington obtained a starting-caliber center without surrendering a first-round pick, while Los Angeles gained a young guard and future flexibility. Ayton's contract, consistency and fit create risk, but the acquisition cost gives Washington a preliminary edge.","Summary: Lakers received Jaden Hardy; 2031 second round pick; 2032 second round pick and gave up DeAndre Ayton. Analysis: The aggregate partner side gave up the stronger preliminary value. Meta revised the factual asset description, and Grok reported no material grade or verdict change.",B,C+,Low,Hold - Provisional,"2026-07-07	Wizards	• DeAndre Ayton	• Jaden Hardy
• 2031 second round pick (?-?)
• 2032 second round pick (?-?)	trade with Lakers","Recent, conditional, prospect-dependent, or unresolved; retained for audit and marked provisional.","The trade was reported July 6 and officially completed July 7, 2026. July 7 is the canonical date and matches the Lakers source perspective.",deandre-ayton-lakers-2026-07-07,standard,Hold,"Meta and Grok grade/verdict review retained. OFFICIAL-SOURCE RECONCILIATION RESOLVED: The Ayton framework was reported July 6, but the deal became official July 7, 2026. July 7 remains the canonical date and preserves the exact Lakers perspective match. Canonical data is ready for a guarded candidate preview. Publish Status remains Hold; no canonical import has occurred. Source: https://www.nba.com/news/deandre-ayton-trade-wizards-lakers"
WAS-2026-0027,2026-07-08,NBA,Washington Wizards,"Bucks, Clippers, Grizzlies, Mavericks, Pistons",Khris Middleton (3yr $17.6M sign-and-trade); 2033 second round pick (from Mavericks),D'Angelo Russell; 2029 second round pick; 2032 second round swap rights; 2033 second round pick,"Grizzlies: D'Angelo Russell + 2029 second + 2032 swap + 2033 second; Mavericks: Marcus Sasser, etc.; Other teams routing","Mavericks: Khris Middleton + 2033 second to Wizards; Part of 6-team trade (Bucks, Clippers, Grizzlies, Mavericks, Pistons, Wizards)","Summary: Washington reacquired Khris Middleton on a low-cost contract while sending D'Angelo Russell and future second-round value through a six-team deal. Analysis: Middleton's three-year, $17.6 million contract is inexpensive, but his 2025-26 production had declined and Washington surrendered multiple second-round mechanisms. The transaction is best treated as an even, provisional roster-and-cap maneuver until Middleton's health and the pick outcomes are known.","Summary: Bucks, Clippers, Grizzlies, Mavericks, Pistons received D'Angelo Russell; 2029 second round pick; 2032 second round swap rights; 2033 second round pick and gave up Khris Middleton (3yr $17.6M sign-and-trade); 2033 second round pick (from Mavericks). Analysis: The aggregate partner side currently grades near even with Washington. Meta revised the factual asset description, and Grok reported no material grade or verdict change.",C+,C+,Low,Hold - Provisional,"2026-07-08	Wizards	• Khris Middleton
• Grizzlies option to swap 2032 second round picks with Wizards) (from Wizards) (?-?)**
• 2033 second round pick (from Mavericks) (?-?)**	• D'Angelo Russell
• 2029 second round pick (?-?)**
• Grizzlies option to swap 2032 second round picks with Wizards) (?-?)**
• 2033 second round pick (?-?)**	6-team trade with Bucks, Clippers, Grizzlies, Mavericks, Pistons","Recent, conditional, prospect-dependent, or unresolved; retained for audit and marked provisional.","Major cleanup: Fixed garbled parentheses, duplicate swap entries, and clarified six-team structure per ESPN July 8 2026. Wizards return to Middleton after trading him to Dallas in Feb.",khris-middleton-bucks-clippers-grizzlies-mavericks-pistons-2026-07-08,standard,Hold,Meta factual revision integrated. Grok narrative retained the preliminary grade and verdict. User approval remains pending; Publish Status stays Hold; no canonical import.
